sim_id	gene	source_model_path
sjpchcrcah	ENSG00000235568.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000235568.6/ENSG00000235568.6.k20.pi01.gss
trjldwsioj	ENSG00000163528.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000163528.12/ENSG00000163528.12.k20.pi01.gss
gruqtxswyn	ENSG00000142156.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000142156.14/ENSG00000142156.14.k20.pi01.gss
avpuhzyoaq	ENSG00000256525.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000256525.6/ENSG00000256525.6.k20.pi01.gss
dorzbhvqut	ENSG00000204977.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr13/ENSG00000204977.9/ENSG00000204977.9.k20.pi01.gss
xomwaogbkh	ENSG00000064195.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000064195.7/ENSG00000064195.7.k20.pi01.gss
qyyjkmoota	ENSG00000177212.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000177212.3/ENSG00000177212.3.k20.pi01.gss
lgqietbthk	ENSG00000125999.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000125999.10/ENSG00000125999.10.k20.pi01.gss
wkwfivmltz	ENSG00000196757.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000196757.7/ENSG00000196757.7.k20.pi01.gss
wbegwzohwt	ENSG00000170175.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000170175.10/ENSG00000170175.10.k20.pi01.gss
rbouzqyoru	ENSG00000163945.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000163945.15/ENSG00000163945.15.k20.pi01.gss
jfevhnqpqh	ENSG00000213380.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000213380.14/ENSG00000213380.14.k20.pi01.gss
cczrzkdgtl	ENSG00000179588.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000179588.8/ENSG00000179588.8.k20.pi01.gss
fakhzibmjg	ENSG00000119403.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000119403.13/ENSG00000119403.13.k20.pi01.gss
smptlpwvik	ENSG00000013810.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000013810.18/ENSG00000013810.18.k20.pi01.gss
fdhmawkjpj	ENSG00000169727.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000169727.12/ENSG00000169727.12.k20.pi01.gss
omwdqtfnpg	ENSG00000114120.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114120.11/ENSG00000114120.11.k20.pi01.gss
uzdezphzde	ENSG00000114026.21	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114026.21/ENSG00000114026.21.k20.pi01.gss
oteeocsjqm	ENSG00000187118.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000187118.12/ENSG00000187118.12.k20.pi01.gss
erogfqnyzz	ENSG00000178772.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000178772.6/ENSG00000178772.6.k20.pi01.gss
pjjpazpuqv	ENSG00000132437.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000132437.17/ENSG00000132437.17.k20.pi01.gss
yhtnqtqjmi	ENSG00000277556.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000277556.1/ENSG00000277556.1.k20.pi01.gss
bzltdmrmic	ENSG00000100225.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100225.17/ENSG00000100225.17.k20.pi01.gss
kjevlgpicb	ENSG00000138430.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000138430.15/ENSG00000138430.15.k20.pi01.gss
febontsirl	ENSG00000166960.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000166960.16/ENSG00000166960.16.k20.pi01.gss
xtzjyerwix	ENSG00000100028.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100028.11/ENSG00000100028.11.k20.pi01.gss
rfywiqgwtr	ENSG00000113328.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000113328.18/ENSG00000113328.18.k20.pi01.gss
pjnzychjca	ENSG00000179271.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000179271.2/ENSG00000179271.2.k20.pi01.gss
bibujgcwpb	ENSG00000214753.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000214753.2/ENSG00000214753.2.k20.pi01.gss
jxtbgmngdp	ENSG00000140323.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000140323.5/ENSG00000140323.5.k20.pi01.gss
jvrpdcocxn	ENSG00000215474.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000215474.7/ENSG00000215474.7.k20.pi01.gss
rawzddaiid	ENSG00000064999.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000064999.13/ENSG00000064999.13.k20.pi01.gss
hddnvkhftm	ENSG00000137267.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000137267.5/ENSG00000137267.5.k20.pi01.gss
mttgvlsxkp	ENSG00000119986.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000119986.6/ENSG00000119986.6.k20.pi01.gss
uwbftwbfqz	ENSG00000109991.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000109991.8/ENSG00000109991.8.k20.pi01.gss
pouhocmrss	ENSG00000129355.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000129355.6/ENSG00000129355.6.k20.pi01.gss
zvalzhgokj	ENSG00000123154.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000123154.11/ENSG00000123154.11.k20.pi01.gss
kjntdoeigo	ENSG00000198909.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000198909.7/ENSG00000198909.7.k20.pi01.gss
miscggdagl	ENSG00000148399.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000148399.12/ENSG00000148399.12.k20.pi01.gss
xommkglzea	ENSG00000185899.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000185899.1/ENSG00000185899.1.k20.pi01.gss
qvydhblsbr	ENSG00000174206.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000174206.12/ENSG00000174206.12.k20.pi01.gss
hbywgkrlnu	ENSG00000169740.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000169740.13/ENSG00000169740.13.k20.pi01.gss
tgxocazbme	ENSG00000182168.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000182168.14/ENSG00000182168.14.k20.pi01.gss
msqqdxhpfp	ENSG00000110900.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000110900.14/ENSG00000110900.14.k20.pi01.gss
ywyqzknutz	ENSG00000171931.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000171931.12/ENSG00000171931.12.k20.pi01.gss
tlkslwhbsu	ENSG00000101695.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000101695.8/ENSG00000101695.8.k20.pi01.gss
rjedoheigk	ENSG00000107185.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000107185.9/ENSG00000107185.9.k20.pi01.gss
pwpmfizorz	ENSG00000064933.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000064933.17/ENSG00000064933.17.k20.pi01.gss
svxuwfukjj	ENSG00000117091.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000117091.9/ENSG00000117091.9.k20.pi01.gss
rqdekzrvsg	ENSG00000188610.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000188610.12/ENSG00000188610.12.k20.pi01.gss
yrdpywgagu	ENSG00000137656.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000137656.11/ENSG00000137656.11.k20.pi01.gss
cuhlgarili	ENSG00000166828.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000166828.2/ENSG00000166828.2.k20.pi01.gss
pmkcpujdot	ENSG00000167360.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000167360.4/ENSG00000167360.4.k20.pi01.gss
dwiqswyypr	ENSG00000167081.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000167081.16/ENSG00000167081.16.k20.pi01.gss
absnvanaiu	ENSG00000160094.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000160094.14/ENSG00000160094.14.k20.pi01.gss
yhrtihzszt	ENSG00000140262.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000140262.17/ENSG00000140262.17.k20.pi01.gss
ljtvwsqppn	ENSG00000168872.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000168872.16/ENSG00000168872.16.k20.pi01.gss
zxwyvzxrpb	ENSG00000133275.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000133275.15/ENSG00000133275.15.k20.pi01.gss
yzayoefaje	ENSG00000116001.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000116001.15/ENSG00000116001.15.k20.pi01.gss
vqeraxsebj	ENSG00000171564.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000171564.11/ENSG00000171564.11.k20.pi01.gss
jjysggjkhg	ENSG00000092067.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000092067.5/ENSG00000092067.5.k20.pi01.gss
auaadbtbmo	ENSG00000170222.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000170222.11/ENSG00000170222.11.k20.pi01.gss
qbngfvwive	ENSG00000204576.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000204576.11/ENSG00000204576.11.k20.pi01.gss
yfdkscybdq	ENSG00000161649.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000161649.12/ENSG00000161649.12.k20.pi01.gss
rvjispadoz	ENSG00000071246.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000071246.10/ENSG00000071246.10.k20.pi01.gss
cjjdzduatf	ENSG00000031823.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000031823.14/ENSG00000031823.14.k20.pi01.gss
uoszskpgnn	ENSG00000126562.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000126562.16/ENSG00000126562.16.k20.pi01.gss
eamzalszuw	ENSG00000136960.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000136960.12/ENSG00000136960.12.k20.pi01.gss
dxmgrdrafm	ENSG00000162407.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000162407.8/ENSG00000162407.8.k20.pi01.gss
pcjrjpuatt	ENSG00000131059.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000131059.11/ENSG00000131059.11.k20.pi01.gss
sfyoqgapov	ENSG00000104332.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000104332.11/ENSG00000104332.11.k20.pi01.gss
mtatrxfgnl	ENSG00000104951.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000104951.15/ENSG00000104951.15.k20.pi01.gss
kxbvocbycv	ENSG00000125850.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000125850.10/ENSG00000125850.10.k20.pi01.gss
oiwaiuiktm	ENSG00000138459.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000138459.8/ENSG00000138459.8.k20.pi01.gss
osvkmnxhtd	ENSG00000176994.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000176994.10/ENSG00000176994.10.k20.pi01.gss
mcvnkoogkb	ENSG00000267795.5	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000267795.5/ENSG00000267795.5.k20.pi01.gss
kogonmtuyi	ENSG00000253767.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000253767.2/ENSG00000253767.2.k20.pi01.gss
uyutrwmbcy	ENSG00000106086.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000106086.18/ENSG00000106086.18.k20.pi01.gss
bngzaufkhv	ENSG00000172828.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000172828.12/ENSG00000172828.12.k20.pi01.gss
dzzupsfmrb	ENSG00000174990.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000174990.4/ENSG00000174990.4.k20.pi01.gss
wlbwwqylix	ENSG00000169851.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000169851.15/ENSG00000169851.15.k20.pi01.gss
asivramxbk	ENSG00000107371.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000107371.12/ENSG00000107371.12.k20.pi01.gss
hjuowvevba	ENSG00000183378.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000183378.11/ENSG00000183378.11.k20.pi01.gss
tmxkzdixwe	ENSG00000111877.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000111877.17/ENSG00000111877.17.k20.pi01.gss
acpzzemdew	ENSG00000146247.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000146247.13/ENSG00000146247.13.k20.pi01.gss
ptdmyydrzb	ENSG00000241186.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000241186.9/ENSG00000241186.9.k20.pi01.gss
rgsngmqoyz	ENSG00000198604.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000198604.10/ENSG00000198604.10.k20.pi01.gss
jctkshkikm	ENSG00000135919.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000135919.12/ENSG00000135919.12.k20.pi01.gss
eobohegbta	ENSG00000204882.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000204882.3/ENSG00000204882.3.k20.pi01.gss
rcyrsehvps	ENSG00000163586.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000163586.9/ENSG00000163586.9.k20.pi01.gss
ztavlwfawb	ENSG00000178201.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000178201.4/ENSG00000178201.4.k20.pi01.gss
zveeljlagj	ENSG00000072682.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000072682.18/ENSG00000072682.18.k20.pi01.gss
jgnozezxut	ENSG00000134389.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000134389.9/ENSG00000134389.9.k20.pi01.gss
sznfyqhawa	ENSG00000160058.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000160058.18/ENSG00000160058.18.k20.pi01.gss
blqwrqlydr	ENSG00000269964.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000269964.2/ENSG00000269964.2.k20.pi01.gss
rigszckmyj	ENSG00000110318.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000110318.13/ENSG00000110318.13.k20.pi01.gss
xspjurrnqo	ENSG00000151247.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000151247.12/ENSG00000151247.12.k20.pi01.gss
trrvtmrneq	ENSG00000109089.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000109089.7/ENSG00000109089.7.k20.pi01.gss
wbkcthakzt	ENSG00000166926.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000166926.8/ENSG00000166926.8.k20.pi01.gss
ruumdodzuj	ENSG00000138068.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000138068.10/ENSG00000138068.10.k20.pi01.gss
wsykyqxapp	ENSG00000134538.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000134538.2/ENSG00000134538.2.k20.pi01.gss
hakugyiuji	ENSG00000177981.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000177981.10/ENSG00000177981.10.k20.pi01.gss
iyyjcjjrus	ENSG00000176595.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000176595.3/ENSG00000176595.3.k20.pi01.gss
xwnfthphnx	ENSG00000185420.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000185420.18/ENSG00000185420.18.k20.pi01.gss
ksbsggawsh	ENSG00000106635.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000106635.7/ENSG00000106635.7.k20.pi01.gss
xnruvuyvwz	ENSG00000148296.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000148296.6/ENSG00000148296.6.k20.pi01.gss
qoegogemud	ENSG00000175544.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000175544.13/ENSG00000175544.13.k20.pi01.gss
fxtwptqdge	ENSG00000153162.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000153162.8/ENSG00000153162.8.k20.pi01.gss
rxurknqcam	ENSG00000147852.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000147852.15/ENSG00000147852.15.k20.pi01.gss
hgzfxovdnk	ENSG00000120329.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000120329.6/ENSG00000120329.6.k20.pi01.gss
dsqzrwkcbe	ENSG00000162105.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000162105.17/ENSG00000162105.17.k20.pi01.gss
usqbcssfps	ENSG00000100031.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100031.18/ENSG00000100031.18.k20.pi01.gss
yijynsonnl	ENSG00000213780.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000213780.10/ENSG00000213780.10.k20.pi01.gss
pygwvhbuwn	ENSG00000123975.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000123975.4/ENSG00000123975.4.k20.pi01.gss
kvzdhcfvaw	ENSG00000160298.17	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr21/ENSG00000160298.17/ENSG00000160298.17.k20.pi01.gss
elicjbndwn	ENSG00000148225.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr9/ENSG00000148225.15/ENSG00000148225.15.k20.pi01.gss
oelgpyjtyt	ENSG00000115875.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000115875.18/ENSG00000115875.18.k20.pi01.gss
fodqffnedx	ENSG00000139726.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000139726.10/ENSG00000139726.10.k20.pi01.gss
wtxylkouli	ENSG00000136205.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000136205.16/ENSG00000136205.16.k20.pi01.gss
qllpgraljr	ENSG00000108878.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000108878.4/ENSG00000108878.4.k20.pi01.gss
anxekyprfe	ENSG00000166153.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000166153.16/ENSG00000166153.16.k20.pi01.gss
rkptwuqyel	ENSG00000100351.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000100351.16/ENSG00000100351.16.k20.pi01.gss
oakmukravp	ENSG00000282757.3	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr16/ENSG00000282757.3/ENSG00000282757.3.k20.pi01.gss
phxsrnsaop	ENSG00000081791.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000081791.8/ENSG00000081791.8.k20.pi01.gss
ovpchyumxe	ENSG00000237289.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr15/ENSG00000237289.9/ENSG00000237289.9.k20.pi01.gss
fynggbiocw	ENSG00000164855.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000164855.15/ENSG00000164855.15.k20.pi01.gss
jjsrgqufwn	ENSG00000276430.2	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000276430.2/ENSG00000276430.2.k20.pi01.gss
tigorutuet	ENSG00000135299.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000135299.16/ENSG00000135299.16.k20.pi01.gss
ypfguisenu	ENSG00000105605.7	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105605.7/ENSG00000105605.7.k20.pi01.gss
ddrefmgdud	ENSG00000277791.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr17/ENSG00000277791.4/ENSG00000277791.4.k20.pi01.gss
cemwrflatr	ENSG00000165752.16	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000165752.16/ENSG00000165752.16.k20.pi01.gss
exmvyrftmv	ENSG00000170439.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000170439.6/ENSG00000170439.6.k20.pi01.gss
vhvfsprhhl	ENSG00000248098.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000248098.11/ENSG00000248098.11.k20.pi01.gss
soplfjvugq	ENSG00000253117.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000253117.4/ENSG00000253117.4.k20.pi01.gss
hmrhawycqc	ENSG00000243649.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000243649.8/ENSG00000243649.8.k20.pi01.gss
rngrthbllw	ENSG00000189298.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000189298.13/ENSG00000189298.13.k20.pi01.gss
vhblyhzwbl	ENSG00000143624.13	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143624.13/ENSG00000143624.13.k20.pi01.gss
sxlkybiqfq	ENSG00000104419.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000104419.14/ENSG00000104419.14.k20.pi01.gss
rzvyezexaz	ENSG00000164182.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr5/ENSG00000164182.10/ENSG00000164182.10.k20.pi01.gss
czytatzuta	ENSG00000179292.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr11/ENSG00000179292.4/ENSG00000179292.4.k20.pi01.gss
hyudyzxlfq	ENSG00000139985.6	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000139985.6/ENSG00000139985.6.k20.pi01.gss
tbxdoaoryd	ENSG00000182652.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr14/ENSG00000182652.1/ENSG00000182652.1.k20.pi01.gss
ebmurtzmur	ENSG00000205268.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000205268.10/ENSG00000205268.10.k20.pi01.gss
yhexvhfeau	ENSG00000105289.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000105289.14/ENSG00000105289.14.k20.pi01.gss
epytduglfo	ENSG00000101435.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr20/ENSG00000101435.4/ENSG00000101435.4.k20.pi01.gss
aowolwiyzo	ENSG00000007047.14	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000007047.14/ENSG00000007047.14.k20.pi01.gss
epxleqioan	ENSG00000283992.1	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000283992.1/ENSG00000283992.1.k20.pi01.gss
vyofddzlas	ENSG00000166033.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000166033.11/ENSG00000166033.11.k20.pi01.gss
rarfodjscy	ENSG00000109775.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr4/ENSG00000109775.10/ENSG00000109775.10.k20.pi01.gss
yghxfbxqyq	ENSG00000166396.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr18/ENSG00000166396.12/ENSG00000166396.12.k20.pi01.gss
ibjkycduhd	ENSG00000136698.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000136698.8/ENSG00000136698.8.k20.pi01.gss
ngpeulwabv	ENSG00000143771.11	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143771.11/ENSG00000143771.11.k20.pi01.gss
daaxhwscgw	ENSG00000069206.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr8/ENSG00000069206.15/ENSG00000069206.15.k20.pi01.gss
deejreahzg	ENSG00000179846.9	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr19/ENSG00000179846.9/ENSG00000179846.9.k20.pi01.gss
tifvcspgke	ENSG00000112367.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr6/ENSG00000112367.10/ENSG00000112367.10.k20.pi01.gss
tzfdxcjnal	ENSG00000143196.4	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr1/ENSG00000143196.4/ENSG00000143196.4.k20.pi01.gss
yskhznrmvt	ENSG00000114023.15	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr3/ENSG00000114023.15/ENSG00000114023.15.k20.pi01.gss
muastiujwm	ENSG00000106128.18	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr7/ENSG00000106128.18/ENSG00000106128.18.k20.pi01.gss
pqrrgnjiru	ENSG00000235162.8	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr12/ENSG00000235162.8/ENSG00000235162.8.k20.pi01.gss
qagjcqmpvi	ENSG00000185176.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr2/ENSG00000185176.12/ENSG00000185176.12.k20.pi01.gss
opxdtdjjpj	ENSG00000128276.10	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr22/ENSG00000128276.10/ENSG00000128276.10.k20.pi01.gss
reodeuhtmd	ENSG00000107807.12	/work-zfs/abattle4/karl/cosie_analysis/output/GTEx/chr10/ENSG00000107807.12/ENSG00000107807.12.k20.pi01.gss
